id_police,bonus_malus,niveau_couverture,duree_contrat_mois,anciennete_situation,frequence_paiement,paiement_usage,usage_vehicule,code_insee,presence_conducteur2,age_conducteur1,age_conducteur2,sexe_conducteur1,sexe_conducteur2,anciennete_permis1,anciennete_permis2,age_vehicule,cylindree,puissance_din,type_carburant,marque_vehicule,modele_vehicule,vitesse_max,type_vehicule,valeur_vehicule,poids_vehicule,code_departement,anciennete_commercialisation,anciennete_fin_commercialisation,montant_total_sinistres,nombre_sinistres,poste_id,latitude,longitude,altitude,mois,precipitations_totales,nb_valeurs_precipitations,precip_max_24h,jour_precip_max,nbj_precip_1mm,nbj_precip_5mm,nbj_precip_10mm,nbj_precip_30mm,nbj_precip_50mm,nbj_precip_100mm,nbj_gelee,amplitude_moyenne,amplitude_maximale,jour_ampli_max,nb_valeurs_amplitude,temperature_moyenne,nb_valeurs_tmoyenne,nb_valeurs_tm,nb_jours_tm_sup24,tmoy_minimale,jour_tmoy_minimale,tmoy_maximale,jour_tmoy_maximale,departement,tranche_age
A00062804-V01,0.5,2,9.0,1.0,1,No,WorkPrivate,03310,No,57.0,,M,,39.0,,12,1149.0,59.0,Gasoline,RENAULT,CLIO,160.0,Tourism,10672.0,890,03,2012.0,2015.0,,0.0,3310001.0,46.117667,3.439,255.0,202301.0,49.4,31.0,7.0,18.0,15.0,4.0,0.0,0.0,0.0,0.0,7.0,4.9,12.3,7.0,31.0,5.2,31.0,31.0,0.0,-0.9,22.0,15.5,1.0,03,46-60
A00040123-V01,0.62,4,1.0,1.0,1,Yes,Retired,47323,Yes,79.0,81.0,F,M,55.0,61.0,4,1598.0,90.0,Gasoline,MINI,MINI,185.0,Tourism,16600.0,1115,47,2015.0,2020.0,,0.0,47323004.0,44.3975,0.764,59.0,202301.0,79.8,31.0,14.8,19.0,12.0,6.0,3.0,0.0,0.0,0.0,9.0,6.0,10.8,12.0,31.0,6.3,31.0,31.0,0.0,-1.3,25.0,15.2,1.0,47,76+
A00012183-V01,0.6,4,15.0,1.0,1,No,WorkPrivate,64068,No,53.0,,F,,32.0,,1,1368.0,100.0,Gasoline,FIAT,_500,182.0,Tourism,15950.0,930,64,2021.0,2024.0,,0.0,64068001.0,43.127167,-0.2725,337.0,202301.0,137.6,31.0,36.6,16.0,12.0,9.0,5.0,1.0,0.0,0.0,12.0,8.9,19.0,14.0,31.0,5.5,31.0,31.0,0.0,-1.0,22.0,16.0,1.0,64,46-60
A00042061-V01,0.5,4,12.0,1.0,1,No,Retired,59392,Yes,83.0,81.0,M,F,60.0,33.0,5,1461.0,106.0,Diesel,RENAULT,SCENIC,178.0,Tourism,24100.0,1365,59,2019.0,2020.0,,0.0,59392001.0,50.271667,3.9665,142.0,202301.0,104.8,31.0,21.7,14.0,17.0,6.0,3.0,0.0,0.0,0.0,11.0,4.0,9.5,29.0,31.0,4.9,31.0,31.0,0.0,-1.7,25.0,11.7,1.0,59,76+
A00052481-V01,0.5,3,27.0,1.0,12,Yes,Retired,42218,No,76.0,,F,,47.0,,15,1389.0,90.0,Gasoline,OPEL,ASTRA,178.0,Tourism,13614.0,1000,42,2010.0,2010.0,,0.0,42218011.0,45.435333,4.368167,640.0,202301.0,27.0,31.0,9.6,2.0,6.0,2.0,0.0,0.0,0.0,0.0,14.0,4.3,8.6,14.0,31.0,3.4,31.0,31.0,0.0,-3.7,22.0,13.0,1.0,42,76+
A00075201-V01,0.55,4,7.0,7.0,1,No,Retired,44109,No,89.0,,F,,52.0,,12,1360.0,75.0,Gasoline,CITROEN,SAXO,175.0,Tourism,10900.0,900,44,2012.0,2016.0,,0.0,44109012.0,47.227667,-1.514,17.0,202301.0,103.1,31.0,16.0,15.0,17.0,7.0,3.0,0.0,0.0,0.0,4.0,4.7,11.5,20.0,31.0,7.7,31.0,31.0,0.0,0.2,22.0,13.6,1.0,44,76+
A00038755-V01,0.5,1,9.0,7.0,2,No,WorkPrivate,89206,No,59.0,,M,,37.0,,24,602.0,29.0,Gasoline,CITROEN,2CV 6,115.0,Tourism,3299.0,560,89,1984.0,1995.0,,0.0,89206001.0,47.982833,3.370833,75.0,202301.0,71.5,31.0,13.7,14.0,14.0,6.0,2.0,0.0,0.0,0.0,6.0,4.9,9.6,7.0,31.0,6.0,31.0,31.0,0.0,-0.3,22.0,13.5,1.0,89,46-60
A00025762-V01,0.5,1,3.0,1.0,12,No,WorkPrivate,43020,No,60.0,,M,,42.0,,17,1905.0,93.0,Diesel,PEUGEOT,_405,181.0,Tourism,20215.0,1150,43,2006.0,2008.0,,0.0,43020002.0,45.319833,4.128833,447.0,202301.0,33.3,31.0,7.4,8.0,10.0,3.0,0.0,0.0,0.0,0.0,19.0,6.9,15.3,7.0,31.0,3.7,31.0,31.0,0.0,-2.3,30.0,10.3,2.0,43,46-60
A00047943-V02,0.5,4,1.0,1.0,2,No,WorkPrivate,52448,No,45.0,,M,,26.0,,5,1560.0,90.0,Diesel,PEUGEOT,_207,182.0,Tourism,18750.0,1205,52,2020.0,2023.0,,0.0,52448001.0,48.631333,4.903667,139.0,202301.0,77.6,31.0,15.1,14.0,12.0,7.0,3.0,0.0,0.0,0.0,8.0,4.1,8.7,10.0,31.0,5.5,31.0,31.0,0.0,-1.1,20.0,14.7,1.0,52,31-45
A00038801-V01,0.5,3,8.0,2.0,2,No,Retired,56240,Yes,65.0,20.0,F,F,31.0,94.0,10,1587.0,109.0,Gasoline,CITROEN,XSARA,197.0,Tourism,15350.0,1216,56,2014.0,2016.0,,0.0,56240003.0,47.510667,-2.796,35.0,202301.0,107.7,31.0,19.3,15.0,19.0,8.0,2.0,0.0,0.0,0.0,4.0,5.0,8.8,21.0,31.0,7.8,31.0,31.0,0.0,1.5,22.0,12.3,7.0,56,61-75
A00048491-V01,0.5,4,2.0,2.0,12,No,WorkPrivate,89024,No,40.0,,M,,20.0,,5,1461.0,106.0,Diesel,RENAULT,MEGANE,185.0,Tourism,21500.0,1205,89,2019.0,2020.0,,0.0,89295001.0,47.824667,3.549667,152.0,202301.0,60.5,31.0,12.0,17.0,14.0,5.0,1.0,0.0,0.0,0.0,7.0,4.0,8.8,10.0,31.0,5.6,31.0,31.0,0.0,-0.4,22.0,13.6,1.0,89,31-45
A00036287-V01,0.76,4,2.0,1.0,12,No,WorkPrivate,83069,No,29.0,,M,,11.0,,3,998.0,68.0,Gasoline,PEUGEOT,_107,157.0,Tourism,9450.0,790,83,2019.0,2024.0,,0.0,83069001.0,43.1005,6.147,2.0,202301.0,23.0,31.0,7.7,8.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,9.1,14.5,13.0,31.0,9.8,31.0,31.0,0.0,5.0,30.0,15.3,1.0,83,18-30
A00005257-V01,0.5,3,13.0,5.0,2,No,Retired,33063,No,85.0,,M,,52.0,,5,1198.0,64.0,Gasoline,VOLKSWAGEN,POLO,162.0,Tourism,12510.0,1173,33,2015.0,2018.0,,0.0,33063001.0,44.849667,-0.588667,10.0,202301.0,119.5,31.0,23.1,19.0,13.0,8.0,5.0,0.0,0.0,0.0,3.0,5.3,10.4,30.0,31.0,7.8,31.0,31.0,0.0,0.1,22.0,14.3,1.0,33,76+
A00034417-V01,0.5,4,12.0,7.0,1,No,Retired,67482,No,69.0,,F,,45.0,,12,1149.0,59.0,Gasoline,RENAULT,TWINGO,151.0,Tourism,8522.0,823,67,2012.0,2014.0,,0.0,67482001.0,48.581833,7.768833,139.0,202301.0,34.8,31.0,6.2,8.0,9.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,7.7,4.0,31.0,5.8,31.0,31.0,0.0,-0.6,21.0,14.3,1.0,67,61-75
A00029905-V01,0.5,4,16.0,3.0,1,No,Retired,42218,No,80.0,,F,,48.0,,3,1398.0,68.0,Diesel,Peugeot,_207,166.0,Tourism,16500.0,1186,42,2020.0,2021.0,,0.0,42218011.0,45.435333,4.368167,640.0,202301.0,27.0,31.0,9.6,2.0,6.0,2.0,0.0,0.0,0.0,0.0,14.0,4.3,8.6,14.0,31.0,3.4,31.0,31.0,0.0,-3.7,22.0,13.0,1.0,42,76+
A00016788-V01,0.64,4,4.0,4.0,12,No,WorkPrivate,72181,No,39.0,,F,,21.0,,4,1124.0,60.0,Gasoline,CITROEN,C3,157.0,Tourism,13350.0,978,72,2018.0,2019.0,,0.0,72181001.0,47.945833,0.194167,51.0,202301.0,60.3,31.0,15.5,14.0,12.0,4.0,2.0,0.0,0.0,0.0,6.0,5.0,11.8,20.0,31.0,6.5,31.0,31.0,0.0,0.7,29.0,13.3,1.0,72,31-45
A00013720-V01,0.5,4,11.0,8.0,1,No,Retired,85051,No,85.0,,F,,56.0,,12,1390.0,75.0,Gasoline,RENAULT,CLIO,170.0,Tourism,11419.0,950,85,2012.0,2014.0,,0.0,85051001.0,46.693333,-1.048333,93.0,202301.0,114.8,31.0,22.1,14.0,17.0,9.0,3.0,0.0,0.0,0.0,8.0,5.4,11.5,3.0,31.0,6.7,31.0,31.0,0.0,-2.1,22.0,13.4,1.0,85,76+
A00062382-V01,0.5,4,25.0,6.0,2,No,WorkPrivate,45234,No,50.0,,M,,28.0,,6,1360.0,75.0,Gasoline,PEUGEOT,_206,170.0,Tourism,11950.0,950,45,2012.0,2017.0,,0.0,45055001.0,47.990667,1.778167,123.0,202301.0,65.3,31.0,21.2,17.0,11.0,3.0,2.0,0.0,0.0,0.0,9.0,4.2,9.5,10.0,31.0,5.7,31.0,31.0,0.0,-0.8,18.0,13.6,1.0,45,46-60
A00053108-V01,0.76,4,1.0,1.0,1,No,WorkPrivate,25056,Yes,25.0,26.0,F,M,6.0,94.0,1,1560.0,93.0,Diesel,PEUGEOT,_207,183.0,Tourism,19650.0,1197,25,2024.0,2024.0,,0.0,25056001.0,47.249,5.988833,307.0,202301.0,90.3,31.0,11.1,4.0,14.0,10.0,3.0,0.0,0.0,0.0,10.0,4.2,9.9,4.0,31.0,4.8,31.0,31.0,0.0,-1.3,20.0,16.1,1.0,25,18-30
A00027130-V01,0.5,4,5.0,2.0,12,No,Professional,49007,Yes,36.0,34.0,F,M,18.0,18.0,2,1910.0,150.0,Diesel,SAAB,09-mars,210.0,Tourism,30550.0,1495,49,2022.0,2024.0,,0.0,49007011.0,47.4535,-0.5605,35.0,202301.0,69.3,31.0,12.9,14.0,14.0,7.0,1.0,0.0,0.0,0.0,6.0,4.7,9.1,20.0,31.0,7.3,31.0,31.0,0.0,0.8,22.0,13.9,1.0,49,31-45
A00049018-V01,0.5,3,10.0,4.0,2,No,Retired,83137,No,66.0,,M,,48.0,,22,2446.0,90.0,Diesel,TOYOTA,LAND CRUISER,130.0,Tourism,21183.0,2210,83,1999.0,2007.0,538.78,1.0,83137001.0,43.115833,5.900667,3.0,202301.0,20.4,31.0,7.6,8.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,8.7,14.0,31.0,31.0,9.8,31.0,31.0,0.0,4.7,23.0,15.8,1.0,83,61-75
A00020724-V01,0.5,2,8.0,1.0,2,Yes,Retired,37261,No,61.0,,F,,36.0,,25,1108.0,32.0,Gasoline,RENAULT,R4,115.0,Tourism,6449.0,695,37,1996.0,1999.0,,0.0,37179001.0,47.4445,0.727333,108.0,202301.0,72.1,31.0,16.7,14.0,12.0,5.0,3.0,0.0,0.0,0.0,8.0,4.2,8.7,10.0,31.0,6.3,31.0,31.0,0.0,0.5,22.0,13.8,1.0,37,61-75
A00065781-V01,0.5,1,1.0,1.0,1,No,Retired,12300,No,69.0,,M,,51.0,,22,1812.0,79.0,Gasoline,TOYOTA,HI ACE,130.0,Commercial,9754.0,0,12,1997.0,1999.0,,0.0,12300004.0,44.371833,2.023667,330.0,202301.0,59.8,31.0,14.8,16.0,12.0,5.0,2.0,0.0,0.0,0.0,13.0,5.9,13.0,4.0,31.0,4.7,31.0,31.0,0.0,-3.2,25.0,14.2,1.0,12,61-75
A00043574-V01,0.5,4,32.0,1.0,1,No,Retired,66037,Yes,76.0,73.0,M,F,53.0,45.0,1,1390.0,123.0,Gasoline,VOLKSWAGEN,GOLF PLUS,194.0,Tourism,26720.0,"1,341",66,2023.0,2024.0,,0.0,66037001.0,42.686833,2.983667,16.0,202302.0,17.5,28.0,14.7,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.2,8.6,22.0,7.0,9.2,7.0,7.0,0.0,3.4,27.0,12.5,24.0,66,76+
A00067486-V01,0.5,4,25.0,14.0,1,No,Retired,56240,No,86.0,,F,,46.0,,25,602.0,29.0,Gasoline,CITROEN,2CV 6,115.0,Tourism,3299.0,560,56,1984.0,1995.0,,0.0,56240003.0,47.510667,-2.796,35.0,202301.0,107.7,31.0,19.3,15.0,19.0,8.0,2.0,0.0,0.0,0.0,4.0,5.0,8.8,21.0,31.0,7.8,31.0,31.0,0.0,1.5,22.0,12.3,7.0,56,76+
A00028863-V01,0.5,4,28.0,1.0,1,No,Retired,49007,No,82.0,,F,,64.0,,2,1686.0,101.0,Diesel,OPEL,MERIVA,178.0,Tourism,18120.0,1380,49,2017.0,2023.0,,0.0,49007011.0,47.4535,-0.5605,35.0,202301.0,69.3,31.0,12.9,14.0,14.0,7.0,1.0,0.0,0.0,0.0,6.0,4.7,9.1,20.0,31.0,7.3,31.0,31.0,0.0,0.8,22.0,13.9,1.0,49,76+
A00075378-V01,0.55,4,3.0,3.0,1,No,Retired,59606,No,84.0,,F,,57.0,,8,1124.0,60.0,Gasoline,PEUGEOT,_206,158.0,Tourism,11450.0,910,59,2014.0,2017.0,,0.0,59606004.0,50.328333,3.461,50.0,202301.0,65.4,31.0,8.6,9.0,14.0,5.0,0.0,0.0,0.0,0.0,11.0,4.6,10.6,29.0,31.0,5.4,31.0,31.0,0.0,-1.0,25.0,12.3,1.0,59,76+
A00072421-V01,0.5,4,11.0,4.0,1,No,WorkPrivate,11262,No,46.0,,F,,28.0,,4,1198.0,60.0,Gasoline,VOLKSWAGEN,POLO,157.0,Tourism,11450.0,1014,11,2021.0,2023.0,,0.0,11262005.0,43.150333,2.955833,110.0,202301.0,37.6,31.0,14.4,16.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,5.5,9.2,11.0,31.0,7.6,31.0,31.0,0.0,1.3,23.0,14.0,2.0,11,46-60
A00069230-V01,0.68,1,2.0,2.0,12,No,WorkPrivate,68224,No,26.0,,M,,8.0,,16,2771.0,174.0,Gasoline,AUDI,A8,225.0,Tourism,52367.0,1500,68,2008.0,2010.0,,0.0,68224006.0,47.75,7.288833,245.0,202301.0,47.2,31.0,13.4,8.0,10.0,3.0,1.0,0.0,0.0,0.0,12.0,4.9,11.8,1.0,31.0,4.5,31.0,31.0,0.0,-3.2,21.0,12.2,1.0,68,18-30
A00062617-V01,0.5,4,9.0,2.0,2,No,WorkPrivate,77468,No,39.0,,F,,14.0,,11,1149.0,59.0,Gasoline,RENAULT,TWINGO,151.0,Tourism,8522.0,823,77,2012.0,2014.0,,0.0,77468001.0,48.8635,2.651,43.0,202301.0,55.9,31.0,15.5,14.0,9.0,4.0,1.0,0.0,0.0,0.0,8.0,4.5,12.1,31.0,31.0,6.3,31.0,31.0,0.0,0.6,29.0,13.4,1.0,77,31-45
A00061287-V01,0.56,4,6.0,1.0,4,No,WorkPrivate,06088,No,45.0,,M,,26.0,,3,1461.0,106.0,Diesel,RENAULT,KANGOO,170.0,Tourism,20600.0,1430,06,2021.0,2024.0,,0.0,6088001.0,43.648833,7.209,2.0,202301.0,45.2,31.0,42.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7.6,10.4,18.0,31.0,10.3,31.0,31.0,0.0,6.5,21.0,14.5,3.0,06,31-45
A00017011-V01,0.5,4,15.0,1.0,12,No,WorkPrivate,79191,No,33.0,,F,,15.0,,4,1686.0,101.0,Diesel,OPEL,ASTRA,181.0,Tourism,20850.0,1365,79,2018.0,2022.0,,0.0,79191005.0,46.315833,-0.400167,57.0,202301.0,90.1,31.0,20.4,14.0,11.0,7.0,4.0,0.0,0.0,0.0,9.0,5.2,10.2,30.0,31.0,6.3,31.0,31.0,0.0,-0.8,22.0,13.8,1.0,79,31-45
A00027883-V01,0.5,4,3.0,3.0,12,No,WorkPrivate,72181,No,63.0,,M,,44.0,,12,1598.0,108.0,Gasoline,RENAULT,SCENIC,182.0,Tourism,19727.0,1250,72,2012.0,2014.0,,0.0,72181001.0,47.945833,0.194167,51.0,202301.0,60.3,31.0,15.5,14.0,12.0,4.0,2.0,0.0,0.0,0.0,6.0,5.0,11.8,20.0,31.0,6.5,31.0,31.0,0.0,0.7,29.0,13.3,1.0,72,61-75
A00044288-V01,0.5,3,3.0,2.0,1,No,Retired,11251,Yes,69.0,60.0,F,M,37.0,41.0,7,1596.0,101.0,Gasoline,FORD,FOCUS,185.0,Tourism,16521.0,1077,11,2012.0,2016.0,,0.0,12154003.0,43.891667,2.836333,374.0,202301.0,75.0,31.0,20.8,17.0,7.0,6.0,3.0,0.0,0.0,0.0,11.0,5.0,12.1,7.0,31.0,4.4,31.0,31.0,0.0,-3.2,25.0,13.8,1.0,11,61-75
A00033030-V01,0.5,4,20.0,1.0,12,No,WorkPrivate,29232,Yes,61.0,56.0,M,F,39.0,33.0,1,1560.0,90.0,Diesel,CITROEN,C3 PICASSO,173.0,Tourism,19350.0,1289,29,2023.0,2024.0,,0.0,29216001.0,47.973,-4.160667,82.0,202301.0,156.5,31.0,24.2,15.0,20.0,13.0,4.0,0.0,0.0,0.0,4.0,5.1,9.2,20.0,31.0,7.6,31.0,31.0,0.0,1.5,22.0,12.5,4.0,29,61-75
A00091179-V01,0.5,2,15.0,2.0,1,No,WorkPrivate,25056,Yes,43.0,33.0,M,F,23.0,18.0,13,1870.0,98.0,Diesel,RENAULT,LAGUNA,185.0,Tourism,18752.0,1310,25,2012.0,2014.0,,0.0,25056001.0,47.249,5.988833,307.0,202301.0,90.3,31.0,11.1,4.0,14.0,10.0,3.0,0.0,0.0,0.0,10.0,4.2,9.9,4.0,31.0,4.8,31.0,31.0,0.0,-1.3,20.0,16.1,1.0,25,31-45
A00069225-V02,0.5,3,6.0,6.0,2,No,Retired,15014,No,82.0,,M,,41.0,,11,1715.0,60.0,Diesel,SEAT,AROSA,157.0,Tourism,9132.0,960,15,2012.0,2014.0,,0.0,15014001.0,44.935833,2.438333,707.0,202301.0,82.3,31.0,12.9,7.0,14.0,7.0,3.0,0.0,0.0,0.0,17.0,5.3,11.4,23.0,31.0,2.5,31.0,31.0,0.0,-3.9,25.0,12.6,1.0,15,76+
A00041782-V01,0.5,4,3.0,3.0,12,No,WorkPrivate,06029,Yes,37.0,35.0,M,F,19.0,18.0,5,1995.0,150.0,Diesel,RENAULT,SCENIC,204.0,Tourism,30100.0,1465,06,2020.0,2023.0,,0.0,6029001.0,43.5565,6.9505,2.0,202301.0,43.5,31.0,37.9,8.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,10.4,14.2,14.0,31.0,9.5,31.0,31.0,0.0,4.7,21.0,14.5,3.0,06,31-45
A00025651-V01,0.5,2,3.0,2.0,4,No,WorkPrivate,79202,Yes,40.0,44.0,M,F,22.0,22.0,17,1527.0,59.0,Diesel,CITROEN,AX,158.0,Tourism,10992.0,805,79,2008.0,2010.0,,0.0,79202003.0,46.636833,-0.261,159.0,202301.0,120.6,31.0,32.2,14.0,13.0,8.0,5.0,1.0,0.0,0.0,9.0,4.5,9.4,20.0,31.0,6.0,31.0,31.0,0.0,-1.3,22.0,13.4,1.0,79,31-45
A00028403-V01,0.5,4,1.0,1.0,4,No,WorkPrivate,83137,No,38.0,,M,,15.0,,1,1390.0,75.0,Gasoline,DACIA,SANDERO,161.0,Tourism,9190.0,1036,83,2023.0,2024.0,5022.69,1.0,83137001.0,43.115833,5.900667,3.0,202301.0,20.4,31.0,7.6,8.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,8.7,14.0,31.0,31.0,9.8,31.0,31.0,0.0,4.7,23.0,15.8,1.0,83,31-45
A00064998-V01,0.5,4,19.0,3.0,2,No,Retired,58194,No,63.0,,M,,41.0,,8,1868.0,70.0,Diesel,CITROEN,BERLINGO,142.0,Tourism,15100.0,1110,58,2016.0,2021.0,,0.0,58160001.0,46.998333,3.112667,175.0,202301.0,57.6,31.0,10.3,7.0,17.0,3.0,1.0,0.0,0.0,0.0,8.0,5.0,11.8,1.0,31.0,5.3,31.0,31.0,0.0,-1.6,30.0,11.6,5.0,58,61-75
A00052339-V01,0.5,2,6.0,1.0,12,No,WorkPrivate,72181,Yes,31.0,30.0,M,F,13.0,94.0,11,1905.0,68.0,Diesel,CITROEN,XSARA,162.0,Tourism,14788.0,1106,72,2012.0,2014.0,,0.0,72181001.0,47.945833,0.194167,51.0,202301.0,60.3,31.0,15.5,14.0,12.0,4.0,2.0,0.0,0.0,0.0,6.0,5.0,11.8,20.0,31.0,6.5,31.0,31.0,0.0,0.7,29.0,13.3,1.0,72,31-45
A00057125-V01,0.5,4,18.0,3.0,12,No,WorkPrivate,64348,Yes,54.0,25.0,F,F,35.0,94.0,13,1149.0,59.0,Gasoline,RENAULT,CLIO,160.0,Tourism,10962.0,890,64,2012.0,2014.0,,0.0,39362001.0,46.692833,5.517667,298.0,202301.0,83.8,31.0,14.4,2.0,13.0,6.0,4.0,0.0,0.0,0.0,12.0,4.4,8.1,15.0,31.0,5.1,31.0,31.0,0.0,-0.6,22.0,15.5,1.0,64,46-60
A00058119-V01,0.5,4,23.0,3.0,2,No,WorkPrivate,68224,No,48.0,,F,,30.0,,9,2188.0,130.0,Diesel,RENAULT,ESPACE,183.0,Tourism,32800.0,1690,68,2014.0,2016.0,,0.0,68224006.0,47.75,7.288833,245.0,202301.0,47.2,31.0,13.4,8.0,10.0,3.0,1.0,0.0,0.0,0.0,12.0,4.9,11.8,1.0,31.0,4.5,31.0,31.0,0.0,-3.2,21.0,12.2,1.0,68,46-60
A00047067-V01,0.5,4,24.0,6.0,2,No,Retired,52121,No,70.0,,M,,52.0,,15,2446.0,130.0,Diesel,PEUGEOT,_605,201.0,Tourism,31253.0,1530,52,2008.0,2011.0,,0.0,55108004.0,48.931333,5.264667,294.0,202301.0,104.7,31.0,22.8,14.0,14.0,9.0,3.0,0.0,0.0,0.0,12.0,3.6,7.8,10.0,31.0,4.3,31.0,31.0,0.0,-1.4,22.0,13.4,1.0,52,61-75
A00054920-V01,0.5,2,2.0,2.0,12,No,WorkPrivate,28085,No,55.0,,M,,32.0,,20,2710.0,67.0,Diesel,EBRO,PATROL,110.0,Commercial,13988.0,2470,28,1998.0,1999.0,266.5,2.0,28070001.0,48.4605,1.501167,155.0,202301.0,55.8,31.0,11.3,14.0,11.0,6.0,1.0,0.0,0.0,0.0,11.0,4.7,10.8,29.0,31.0,5.5,31.0,31.0,0.0,-0.2,25.0,12.5,1.0,28,46-60
A00058005-V01,0.5,4,9.0,3.0,12,No,WorkPrivate,38185,No,58.0,,F,,15.0,,6,1149.0,75.0,Gasoline,RENAULT,MODUS,163.0,Tourism,12900.0,1120,38,2018.0,2019.0,405.72,1.0,38185012.0,45.2115,5.682833,213.0,202301.0,39.6,31.0,6.4,9.0,10.0,3.0,0.0,0.0,0.0,0.0,7.0,5.8,11.2,1.0,31.0,5.7,31.0,31.0,0.0,-0.2,20.0,15.6,2.0,38,46-60
A00038532-V01,0.5,4,2.0,2.0,12,No,WorkPrivate,47001,No,57.0,,F,,35.0,,11,1984.0,116.0,Gasoline,VOLKSWAGEN,NEW BEETLE,185.0,Tourism,20230.0,1228,47,2012.0,2017.0,,0.0,47091001.0,44.172167,0.594667,58.0,202301.0,81.3,31.0,21.8,19.0,9.0,5.0,4.0,0.0,0.0,0.0,5.0,6.3,12.6,12.0,31.0,6.2,31.0,31.0,0.0,-0.7,25.0,13.5,1.0,47,46-60
A00000048-V01,0.5,1,1.0,1.0,4,No,WorkPrivate,56007,No,41.0,,F,,23.0,,19,1391.0,60.0,Gasoline,VOLKSWAGEN,GOLF,156.0,Tourism,11552.0,960,56,2005.0,2007.0,,0.0,56007001.0,47.659167,-2.971,26.0,202301.0,122.6,31.0,20.1,15.0,18.0,9.0,5.0,0.0,0.0,0.0,5.0,5.4,12.2,20.0,31.0,7.7,31.0,31.0,0.0,0.8,22.0,12.7,5.0,56,31-45
A00074280-V01,0.5,3,3.0,3.0,1,No,WorkPrivate,03310,Yes,37.0,35.0,M,F,18.0,18.0,9,1598.0,108.0,Gasoline,RENAULT,CLIO,195.0,Tourism,14250.0,995,03,2015.0,2017.0,,0.0,3310001.0,46.117667,3.439,255.0,202301.0,49.4,31.0,7.0,18.0,15.0,4.0,0.0,0.0,0.0,0.0,7.0,4.9,12.3,7.0,31.0,5.2,31.0,31.0,0.0,-0.9,22.0,15.5,1.0,03,31-45
A00053856-V01,0.5,1,19.0,1.0,1,No,WorkPrivate,85060,Yes,46.0,44.0,M,F,27.0,21.0,20,1593.0,79.0,Gasoline,VD 4 ROUES,MARTIN TTM,160.0,Tourism,24392.0,710,85,2001.0,2011.0,,0.0,85060002.0,46.477167,-1.725833,27.0,202301.0,90.6,31.0,13.2,14.0,12.0,8.0,4.0,0.0,0.0,0.0,7.0,4.9,11.7,30.0,31.0,7.5,31.0,31.0,0.0,-0.3,22.0,13.1,1.0,85,46-60
A00053252-V01,0.5,4,23.0,5.0,1,No,WorkPrivate,26116,No,53.0,,M,,34.0,,5,1461.0,106.0,Diesel,RENAULT,SCENIC,178.0,Tourism,24100.0,1365,26,2019.0,2020.0,,0.0,26116002.0,44.429167,4.725333,66.0,202301.0,12.2,31.0,6.4,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,7.2,13.3,16.0,31.0,6.8,31.0,31.0,0.0,2.8,22.0,12.5,8.0,26,46-60
A00016519-V01,0.5,4,10.0,1.0,2,No,Retired,92073,No,72.0,,M,,30.0,,12,1598.0,90.0,Gasoline,RENAULT,CLIO,181.0,Tourism,15764.0,975,92,2013.0,2014.0,,0.0,92073001.0,48.870667,2.234667,30.0,202301.0,47.5,31.0,14.7,14.0,11.0,2.0,1.0,0.0,0.0,0.0,7.0,4.2,10.1,31.0,31.0,6.8,31.0,31.0,0.0,1.1,25.0,13.9,1.0,92,61-75
A00091222-V01,0.5,3,1.0,1.0,1,No,Retired,50410,No,67.0,,F,,39.0,,18,1995.0,106.0,Gasoline,RENAULT,SAFRANE,189.0,Tourism,22106.0,1370,50,2006.0,2009.0,,0.0,50410003.0,48.585667,-1.505167,33.0,202301.0,50.6,31.0,8.2,16.0,13.0,3.0,0.0,0.0,0.0,0.0,4.0,5.1,9.8,20.0,31.0,7.3,31.0,31.0,0.0,1.0,22.0,12.9,4.0,50,61-75
A00034116-V01,0.68,4,12.0,4.0,2,No,WorkPrivate,44109,No,36.0,,M,,18.0,,8,2172.0,125.0,Diesel,OPEL,ZAFIRA,187.0,Tourism,23930.0,1300,44,2016.0,2018.0,688.24,1.0,44109012.0,47.227667,-1.514,17.0,202301.0,103.1,31.0,16.0,15.0,17.0,7.0,3.0,0.0,0.0,0.0,4.0,4.7,11.5,20.0,31.0,7.7,31.0,31.0,0.0,0.2,22.0,13.6,1.0,44,31-45
A00079274-V01,0.5,4,28.0,1.0,12,No,WorkPrivate,88160,No,63.0,,M,,42.0,,7,1783.0,117.0,Gasoline,RENAULT,LAGUNA,203.0,Tourism,22050.0,1280,88,2014.0,2018.0,,0.0,88136001.0,48.210833,6.451667,317.0,202301.0,75.6,31.0,15.2,14.0,15.0,7.0,1.0,0.0,0.0,0.0,11.0,3.7,8.8,3.0,31.0,4.1,31.0,31.0,0.0,-2.1,20.0,13.7,1.0,88,61-75
